answer_body,truth,answer_id
"[""It should be much faster to use Newton's method to calculate the Integer Square Root, then square this number and check, as you do in your current solution."", ""Newton's method is the basis for the Carmack solution mentioned in some other answers."", ""You should be able to get a faster answer since you're only interested in the integer part of the root, allowing you to stop the approximation algorithm sooner."", ""Another optimization that you can try:  If the Digital Root of a number doesn't end in 1, 4, 7, or 9 the number is <strong>not</strong> a perfect square."", 'This can be used as a quick way to eliminate 60% of your inputs before applying the slower square root algorithm.']","[0, 3]",295761
"[""There's an element in web.config to configure the max size of the uploaded file:""]",[0],3853787
"['Array.slice can be used to copy an array or part of an array..http://www.devguru.com/Technologies/Ecmascript/Quickref/Slice.htmlThis would work with strings and numbers .. - changing a string in one array would not affect the other - but objects are still just copied by reference so changes to referenced objects in one array would have an affect on the other array.', 'Here is an example of a JavaScript undo manager that could be useful for this :http://www.ridgway.co.za/archive/2007/11/07/simple-javascript-undo-manager-for-dtos.aspx']",[0],2809894
"['<code>ids</code> must be unique where as <code>class</code> can be applied to many things.', 'In CSS, <code>id</code>s look like <code>#elementID</code> and <code>class</code> elements look like <code>.someClass</code>', 'In general, use <code>id</code> whenever you want to refer to a specific element and <code>class</code> when you have a number of things that are all alike.', 'For instance, common <code>id</code> elements are things like <code>header</code>, <code>footer</code>, <code>sidebar</code>.', 'Common <code>class</code> elements are things like <code>highlight</code> or <code>external-link</code>.', ""It's a good idea to read up on the cascade and understand the precedence assigned to various selectors: http://www.w3.org/TR/CSS2/cascade.html"", 'The most basic precedence you should understand, however, is that <code>id</code> selectors take precedence over <code>class</code> selectors.', 'If you had this:', 'and:', 'The text would be red because the <code>id</code> selector takes precedence over the <code>class</code> selector.']","[0, 2, 3, 4]",544052
"['To be able to access them from your static methods they need to be static member variables, like this:']",[0],2559588
"['I think the TimeSpan has all that we need in it, without having to resort to 365.25 (or any other approximation).', ""Expanding on Aug's example:""]",[0],141644
"['Big O notation is a way of describing the upper bound of an algorithm in terms of space or running time.', 'The n is the number of elements in the the problem (i.e size of an array, number of nodes in a tree, etc.)', 'We are interested in describing the running time as n gets  big.', 'When we say some algorithm is O(f(n)) we are saying that the running time (or space required) by that algorithm is always lower than some constant times f(n).', 'To say that binary search has a running time of O(logn) is to say that there exists some constant c which you can multiply log(n) by that will always be larger than the running time of binary search.', 'In this case you will always have some constant factor of log(n) comparisons.', 'In other words where g(n) is the running time of your algorithm, we say that g(n) = O(f(n)) when g(n) &lt;= c*f(n) when n > k, where c and k are some constants.']","[0, 1, 2]",3269988
"['BIGBLOCK', 'read more', '<strong>EDIT:</strong>', ""What I've noticed in this type of questions that quite everyone suggest to remove the last char of given string."", 'But this does not fulfill the definition of Trim method.', 'Trim - Removes all occurrences of  white space characters from the  beginning and end of this  instance.', 'MSDN-Trim', 'Under this definition removing only last character from string is bad solution.', 'So if we want to ""Trim last character from string"" we should do something like this', 'Example as extension method:', 'BIGBLOCK', '<strong>Note</strong> if you want to remove all characters of the same value i.e(!!!!', "")the method above removes all existences of '!'"", 'from the end of the string,but if you want to remove only the last character you should use this :', 'BIGBLOCK']","[0, 8, 9, 10, 11, 12, 13, 14]",3573322
"['Similarly with <code>OUTER JOINs</code>, the word <code>""OUTER""</code> is optional.', 'It\'s the <code>LEFT</code> or <code>RIGHT</code> keyword that makes the <code>JOIN</code> an <code>""OUTER"" JOIN</code>.', 'However for some reason I always use <code>""OUTER""</code> as in <code>LEFT OUTER JOIN</code> and never <code>LEFT JOIN</code>, but I never use <code>INNER JOIN</code>, but rather I just use <code>""JOIN""</code>:']",[0],565733
"['From another answer of mine, mostly dealing with when to use one versus the other:', ""In my experience, interfaces are best  used when you have several classes  which each need to respond to the same  method or methods so that they can be  used interchangeably by other code  which will be written against those  classes' common interface."", 'The best  use of an interface is when the  protocol is important but the  underlying logic may be different for  each class.', 'If you would otherwise be  duplicating logic, consider abstract  classes or standard class inheritance  instead.']","[1, 2]",722368
"['Thread.wait() call make sense inside a code that synchronizes on Thread.class object.', ""I don't think it's what you meant."", 'You ask', 'How can I make a thread wait until it will be notified?', 'You can make only your current thread wait.', 'Any other thread can be only gently asked to wait, if it agree.', 'If you want to wait for some condition, you need a lock object - Thread.class object is a very bad choice - it is a singleton AFAIK so synchronizing on it (except for Thread static methods) is dangerous.', 'Details for synchronization and waiting are already explained by Tom Hawtin.', ""<code>java.lang.IllegalMonitorStateException</code> means you are trying to wait on object on which you are not synchronized - it's illegal to do so.""]",[6],1538078
"['If speed is a concern, why not partition off the most commonly used set of inputs and their values to a lookup table and then do whatever optimized magic algorithm you have come up with for the exceptional cases?']",[0],297350
"['It informs the C++ compiler to look up the names of those functions in a C-style when linking, because the names of functions compiled in C and C++ are different during the linking stage.']",[0],1041878
"['I put a jquery plugin here', 'VERY SHORT VERSION', 'SHORT VERSION', 'Activated by this code :', 'PLUGIN VERSION', 'Activated by this code :', 'is that right ?', 'UPDATE :', 'From CSS-Tricks']","[1,2,4]",2257651
"['Very simple: <code>a % b</code> is defined as the remainder of the division of <code>a</code> by <code>b</code>.', 'See the wikipedia article for more examples.']",[0],2664309
"[""<code>open('myfile.dat', 'a')</code> works for me, just fine."", 'in py3k your code raises <code>ValueError</code>:', 'in python-2.6 it raises <code>IOError</code>.']","[1, 2]",2967235
"[""I believe it's because it can execute any JavaScript function from a string."", 'Using it makes it easier for people to inject rogue code into the application.']",[1],86527
"['All of the <code>List</code> classes maintain the order of insertion.', 'They use different implementations based on performance and other characteristics (e.g.', '<code>ArrayList</code> for speed of access of a specific index, <code>LinkedList</code> for simply maintaining order).', 'Since there is no key, duplicates are allowed.', 'The <code>Set</code> classes do not maintain insertion order.', 'They may optionally impose a specific order (as with <code>SortedSet</code>), but typically have an implementation-defined order based on some hash function (as with <code>HashSet</code>).', 'Since <code>Set</code>s are accessed by key, duplicates are not allowed.']","[0,3,4,6]",1035024
"[""Stuff like 'raises exception' and 'halts execution' might be true for most compilers, but not for all."", '(BTW, are there assert statements that really throw exceptions?)', ""Here's an interesting, slightly different meaning of assert used by c6x and other TI compilers: upon seeing certain assert statements, these compilers use the information in that statement to perform certain optimizations."", 'Wicked.', 'Example in C:', 'BIGBLOCK', 'This tells de compiler the arrays are aligned on 32-bits boundaries, so the compiler can generate specific instructions made for that kind of alignment.']",[2],1571529
['It greatly reduces your level of confidence about security.'],[0],87074
"['For Apache, you can use <code>mod_ssl</code> to force SSL with the <code>SSLRequireSSL Directive</code>:', 'This directive forbids access unless HTTP over SSL (i.e.', 'HTTPS) is enabled for the current connection.', 'This is very handy inside the SSL-enabled virtual host or directories for defending against configuration errors that expose stuff that should be protected.', 'When this directive is present all requests are denied which are not using SSL.', 'This will not do a redirect to https though.', 'To redirect, try the following with <code>mod_rewrite</code> in your .htaccess file', 'BIGBLOCK', 'or any of the various approaches given at', '<li>http://www.askapache.com/htaccess/http-https-rewriterule-redirect.html', 'You can also solve this from within PHP in case your provider has disabled .htaccess (which is unlikely since you asked for it, but anyway)', 'BIGBLOCK']","[0, 6, 7, 10]",4399158
"['Using the join operator you can only perform equijoins.', 'Other types of joins can be constructed using other operators.', ""I'm not sure whether the exact join you are trying to do would be easier using these methods or by changing the where clause."", 'Documentation on the join clause can be found here.', 'MSDN has an article on join operations with multiple links to examples of other joins, as well.']","[0, 3]",373618
"['One little thing, might add clarity to override the default value for seconds', 'BIGBLOCK']","[0, 1]",100404
"['The ""415 Unsupported Media Type"" error is telling you that the server will not accept your POST request.', ""Your request is absolutely fine, it's the server that's mis-configured."", '<code>MappingJacksonHttpMessageConverter</code> will automatically set the request content-type header to <code>application/json</code>, and my guess is that your server is rejecting that.', ""You haven't told us anything about your server setup, though, so I can't really advise you on that.""]","[1, 2]",4076095
['You can use apache commons IO..'],[],3403080
"['The <code>&lt;select&gt;</code> element is generated by the application and styling is not part of the CSS/HTML spec.', 'You would have to fake it with your own DIV and overlay it on top of the existing one, or build your own control emulating the same functionality.']",[1],611507
"['You realise that you may be making a rod for your own back for the future.', 'The pwdencrypt() and pwdcompare() are undocumented functions and may not behave the same in future versions of SQL Server.', 'Why not hash the password using a predictable algorithm such as SHA-2 or better before hitting the DB?']",[1],173558
"['If you\'re writing a Java Applet, you can override the Applet ""destroy()"" method.', 'It is...', 'Obviously not what you want, but might be what other people are looking for.']",[],1328823
"[""CSS3 has the <code>overflow-x</code> property, but I wouldn't expect great support for that."", 'In CSS2 all you can do is set a general <code>scroll</code> policy and work your <code>widths</code> and <code>heights</code> not to mess them up.']","[0,1]",444734
"['With <code>visibility:hidden</code> the object still takes up vertical height on the page.', 'With <code>display:none</code> it is completely removed.', 'If you have text beneath an image and you do <code>display:none</code>, that text will shift up to fill the space where the image was.', 'If you do visibility:hidden the text will remain in the same location.']","[0,1]",133072
"['People are saying that a Dictionary is the same as a hash table.', 'This is not necessarily true.', 'A hash table is an implementation of a dictionary.', ""A typical one at that, and it may be the default one in .NET, but it's not by definition the only one."", ""You could equally well implement a dictionary with a linked list or a search tree, it just wouldn't be as efficient (for some metric of efficient).""]",[],301822
"['<strong>edit: This answer is defunct as of iOS3.2; use UIAppFonts</strong>', ""The only way I've been able to successfully load custom <code>UIFont</code>s is via the private GraphicsServices framework."", ""The following will load all the <code>.ttf</code> fonts in the application's main bundle:"", 'BIGBLOCK', 'Once fonts are loaded, they can be used just like the Apple-provided fonts:', 'BIGBLOCK', 'GraphicsServices can even be loaded at runtime in case the API disappears in the future:', 'BIGBLOCK']","[1, 2, 3]",809568
"['The <code>Hashtable</code> is a loosely-typed data structure, so you can add keys and values of any type to the <code>Hashtable</code>.', 'The <code>Dictionary</code> class is a type-safe <code>Hashtable</code> implementation, and the keys and values are strongly typed.', 'When creating a <code>Dictionary</code> instance, you must specify the data types for both the key and value.']","[0,1]",301383
"['It looks to me like you really want to print out the names of each enum, rather than the values.', 'In which case <code>Enum.GetNames()</code> seems to be the right approach.', 'By the way, incrementing the value is not a good way to enumerate the values of an enum.', 'You should do this instead.', 'I would use <code>Enum.GetValues(typeof(Suit))</code> instead.']",[4],105421
"['You can try this', 'BIGBLOCK']","[0, 1]",1966496
"['What are you developing in?', 'Are you using Apache Tomcat?', 'I have a properties like this in a Java app of mine.']",[2],1140408
"[""Objective-C doesn't have named parameters, so everything on the left side of a colon is part of the method name."", 'For example,', 'BIGBLOCK', 'is the name of the method.', 'The name is broken up so it can be more descriptive.', 'You could simply name your method', 'BIGBLOCK', ""but that doesn't tell you much about the second parameter.""]",[0],722716
"['modulus division is simply this : divide two numbers and return the remainder only', '27 / 16 = 1 with 11 left over, therefore 27 % 16 = 11', 'ditto 43 / 16 = 2 with 11 left over so 43 % 16 = 11 too']",[0],2664308
"['Using Apache Commons IOUtils you can do this nicely via', 'BIGBLOCK', ""It's not doing anything clever, but it's nice and compact."", ""It'll handle streams as well, and you can get a <code>LineIterator</code> too if you prefer.""]","[0, 1, 3]",1096859
"[""It's needed when you don't want to share some sensitive data that go with serialization.""]",[0],910395
"['Here is some HTML that demonstrates how <code>padding</code> and <code>margin</code> affect clickability, and background filling.', ""An object receives clicks to its padding, but clicks on an objects margin'd area go to its parent."", '<code>$("".outer"").click(function(e) {', 'console.log(""outer"");', 'e.stopPropagation();', '});', '$("".inner"").click(function(e) {', 'console.log(""inner"");', 'e.stopPropagation();', '});</code>', '<code>.outer {', 'padding: 10px;', 'background: red;', '}', '.inner {', 'margin: 10px;', 'padding: 10px;', 'background: blue;', 'border: solid white 1px;', '}</code>', '<code>&lt;script src=""http://code.jquery.com/jquery-latest.js""&gt;&lt;/script&gt;', '&lt;div class=""outer""&gt;', '&lt;div class=""inner"" style=""position:relative; height:0px; width:0px""&gt;', '&lt;/div&gt;', '&lt;/div&gt;</code>']",[1],2226955
"['The  <code>which</code> command might be useful.', 'man which', ""It returns 0 if the executable is found, 1 if it's not found or not executable:"", 'Nice thing about which is that it figures out if the executable is available in the environment that which is run in - saves a few problems...', '-Adam']",[0],592633
['Perhaps this is what you are looking for:'],[0],1810762
"['You have to be carefull when using Boolean.valueOf(string) or Boolean.parseBoolean(string).', 'The reason for this is that the methods will always return false if the String is not equal to ""true"" (the case is ignored).', 'For example:', 'Because of that behaviour I would recommend to add some mechanism to ensure that the string which should be translated to a Boolean follows a specified format.', 'For instance:']",[],1538876
"['I got bored, and timed a billion iterations of three approaches.', 'Compiler is gcc -O3.', 'CPU is whatever they put in the 1st gen Macbook Pro.', 'Fastest is the following, at 3.7 seconds:', 'Second place goes to the same code but looking up 4 bytes instead of 2 halfwords.', 'That took around 5.5 seconds.', ""Third place goes to the bit-twiddling 'sideways addition' approach, which took 8.6 seconds."", ""Fourth place goes to GCC's __builtin_popcount(), at a shameful 11 seconds."", 'The counting one-bit-at-a-time approach was waaaay slower, and I got bored of waiting for it to complete.', 'So if you care about performance above all else then use the first approach.', 'If you care, but not enough to spend 64Kb of RAM on it, use the second approach.', 'Otherwise use the readable (but slow) one-bit-at-a-time approach.', ""It's hard to think of a situation where you'd want to use the bit-twiddling approach."", 'Edit: Similar results here.']",[],131212
"[""Voted up Jason Cohen's argument because it was well presented."", 'Let me dismember it step by step.', ';-)', 'The NPE JavaDoc explicitly says, ""other illegal uses of the null object"".', ""If it was just limited to situations where the runtime encounters a null when it shouldn't, all such cases could be defined far more succinctly."", ""Can't help it if you assume the wrong thing, but assuming encapsulation is applied properly, you really shouldn't care or notice whether a null was dereferenced inappropriately vs. whether a method detected an inappropriate null and fired an exception off."", ""I'd choose NPE over IAE for multiple reasons"", 'It is more specific about the nature of the illegal operation', 'Logic that mistakenly allows nulls tends to be very different from logic that mistakenly allows illegal values.', ""For example, if I'm validating data entered by a user, if I get value that is unacceptable, the source of that error is with the end user of the application."", ""If I get a null, that's programmer error."", 'Invalid values can cause things like stack overflows, out of memory errors, parsing exceptions, etc.', 'Indeed, most errors generally present, at some point, as an invalid value in some method call.', 'For this reason I see IAE as actually the MOST GENERAL of all exceptions under RuntimeException.', 'Actually, other invalid arguments can result in all kinds of other exceptions.', 'UnknownHostException, FileNotFoundException, a variety of syntax error exceptions, IndexOutOfBoundsException, authentication failures, etc., etc.', 'In general, I feel NPE is much maligned because traditionally has been associated with code that fails to follow the fail fast principle.', ""That, plus the JDK's failure to populate NPE's with a message string really has created a strong negative sentiment that isn't well founded."", 'Indeed, the difference between NPE and IAE from a runtime perspective is strictly the name.', 'From that perspective, the more precise you are with the name, the more clarity you give to the caller.']",[16],1871889
"['See How to find event listeners on a DOM node.', ""In a nutshell, assuming at some point an event handler is attached to your element (eg): <code>$('#foo').click(function() { console.log('clicked!')"", '});</code>', 'You inspect it like so:', '<li>jQuery 1.3.x', 'BIGBLOCK', '<li>jQuery 1.4.x', 'BIGBLOCK', 'See <code>jQuery.fn.data</code> (where jQuery stores your handler internally).', '<li>jQuery 1.8.x', 'BIGBLOCK']","[4, 5, 6, 7, 9, 10]",571087
"['The Singleton &ndash; the anti-pattern!', 'by Mark Radford (Overload Journal #57 &ndash; Oct 2003) is a good read about why Singleton is regarded an anti-pattern.', 'The article also discusses two alternatives design approaches for replacing Singleton.']",[],138023
"['@buti-oxa: Not to be pedantic, but your code is invalid.', ""The HTML <code>width</code> and <code>height</code> attributes do not allow for units; you're likely thinking of the CSS <code>width:</code> and <code>height:</code> properties."", ""You should also provide a content-type (<code>text/css</code>; see Espo's code) with the <code>&lt;style&gt;</code> tag."", 'Leaving <code>px;</code> in the <code>width</code> and <code>height</code> attributes might cause a rendering engine to balk.']","[1, 2, 3]",48533
"[""This is really strange... Once set, the default Charset is cached and it isn't changed while the class is in memory."", 'Setting the <code>""file.encoding""</code> property with <code>System.setProperty(""file.encoding"", ""Latin-1"");</code> does nothing.', 'Every time <code>Charset.defaultCharset()</code> is called it returns the cached charset.', 'Here are my results:', ""I'm using JVM 1.6 though."", '<strong><em>(update)</em></strong>', 'Ok.', 'I did reproduce your bug with JVM 1.5.', ""Looking at the source code of 1.5, the cached default charset isn't being set."", ""I don't know if this is a bug or not but 1.6 changes this implementation and uses the cached charset:"", 'JVM 1.5:', 'JVM 1.6:', ""When you set the file encoding to <code>file.encoding=Latin-1</code> the next time you call <code>Charset.defaultCharset()</code>, what happens is, because the cached default charset isn't set, it will try to find the appropriate charset for the name <code>Latin-1</code>."", ""This name isn't found, because it's incorrect, and returns the default <code>UTF-8</code>."", 'As for why the IO classes such as <code>OutputStreamWriter</code> return an unexpected result,', 'the implementation of <code>sun.nio.cs.StreamEncoder</code> (witch is used by these IO classes) is different as well for JVM 1.5 and JVM 1.6.', 'The JVM 1.6 implementation is based in the <code>Charset.defaultCharset()</code> method to get the default encoding, if one is not provided to IO classes.', 'The JVM 1.5 implementation uses a different method <code>Converters.getDefaultEncodingName();</code> to get the default charset.', ""This method uses it's own cache of the default charset that is set upon JVM initialization:"", 'JVM 1.6:', 'JVM 1.5:', 'But I agree with the comments.', ""You <strong>shouldn't rely on this property</strong>."", ""It's an implementation detail.""]","[9, 10, 11, 12, 13, 14, 15, 16, 19, 20]",1749237
"['Avoid using C-Style casts.', ""C-style casts are a mix of const and reinterpret cast, and it's difficult to find-and-replace in your code."", 'A C++ application programmer should avoid C-style cast.']",[0],103914
"['In 99% of the cases the answer is NOT to implement any timeout logic.', 'Timeout logic is in nearly any situation a red warning sign that something <em>else</em> is wrong and should be fixed <em>instead</em>.', 'Is your process hanging or breaking after n seconds sometimes?', 'Then find out why and fix that instead.', 'As an aside, to do strager\'s solution right, you need to use wait ""$SPID"" instead of fg 1, since in scripts you don\'t have job control (and trying to turn it on is stupid).', ""Moreover, fg 1 relies on the fact that you didn't start any other jobs previously in the script which is a bad assumption to make.""]","[0, 1]",688836
"['The first link to sp_generate_inserts is pretty cool, here is a really simple version:', 'On my system, I get this result:']",[0],983020
"['You have to set a default value.', 'BIGBLOCK']","[0, 1]",512485
"['<code>List</code> is an ordered sequence of elements whereas <code>Set</code> is a distinct list of elements which is unordered (thank you, Quinn Taylor).', '<code>List&lt;E&gt;:</code>', 'An ordered collection (also known as a', '  sequence).', 'The user of this interface', '  has precise control over where in the', '  list each element is inserted.', 'The', '  user can access elements by their', '  integer index (position in the list),', '  and search for elements in the list.', '<code>Set&lt;E&gt;:</code>', 'A collection that contains no', '  duplicate elements.', 'More formally,', '  sets contain no pair of elements e1', '  and e2 such that e1.equals(e2), and at', '  most one null element.', 'As implied by', '  its name, this interface models the', '  mathematical set abstraction.']",[0],1035041
"['As Daniel Lew mentioned, cyclic graphs have some problems.', ""If I had this problem I'd either add special <code>clone()</code> methods to the problematic objects or remember which objects I've already copied."", ""I'd do it with a variable <code>copyCount</code> which increases by 1 every time you copy in your code."", 'An object that has a lower <code>copyCount</code> than the current copy-process is copied.', 'If not, the copy, that exists already, should be referenced.', 'This makes it necessary to link from the original to its copy.', 'There is still one problem: Memory.', ""If you have this reference from one object to the other, it's likely that the browser can't free those objects, as they are always referenced from somewhere."", ""You'd have to make a second pass where you set all copy-references to Null."", ""(If you do this, you'd not have to have a <code>copyCount</code> but a boolean <code>isCopied</code> would be enough, as you can reset the value in the second pass.)""]","[2, 3, 4, 5, 8]",597759
"[""Here's an example:"", ""You'll want to investigate closures, and how to use them to make private members.""]",[],2460532
"['For windows, unix, or Mac?', 'On the Mac or *nix you can use command line or GUI versions of emacs or vim.', 'For the Mac: TextWrangler to handle big files well.', ""I'm not versed enough on the Windows landscape to help out there.""]","[1, 2]",102862
"['Even later response, but I just ran into a similar issue and ended up writing my own Image link HtmlHelper extension.', 'You can find an implementation of it on my blog in the link above.', 'Just added in case someone is hunting down an implementation.']",[0],997657
"[""First I would verify that your project's generated information isn't corrupt."", 'Do a clean and rebuild on your solution.', ""If that doesn't help, one thing I've seen work in the past for designer issues is opening up a windows forms project, then closing it again."", ""This is a little chicken-entrails-ish, though, so don't hold your breath.""]",[1],3304756
['alt text http://www.netfxharmonics.com/Images/WindowsLiveWriter/ComicStrip2.NETandPHPSourceCode_14857/DotNetPhpCartoon02.png'],[0],84679
"['your programs syntax, or for that matter many other things such as natural languages can be parsed using binary tree (though not necessarily).']",[0],2159530
"['I just realized, I think people shouldn\'t be exposed to the concept of ""static"" very early.', 'Static methods should probably be the exception rather than the norm.', 'Especially early on anyways if you want to learn OOP.', '(Why start with an exception to the rule?)', 'That\'s very counter-pedagogical of Java, that the ""first"" thing you should learn is the public static void main thing.', '(Few real Java applications have their own main methods anyways.)']",[],292271
"['According to Scott Myers, Effective C++ (3rd ed.)', 'item 42 (which must, of course, be the ultimate answer)  - the difference is ""nothing"".', 'Advice is to use ""class"" if it is expected T will always be a class, with ""typename""  if other types (int, char* whatever) may be expected.', 'Consider it a usage hint.']",[2],213146
"[""I have created a SQL Server User Defined Function to calculate someone's age, given their birthdate."", 'This is useful when you need it as part of a query:']",[0],24242
"['You could perhaps <em>emulate</em> a text-stroke, using the css <code>text-shadow</code> (or <code>-webkit-text-shadow</code>/<code>-moz-text-shadow</code>) and a very low blur:', ""But while this is more widely available than the <code>-webkit-text-stroke</code> property, I doubt that it's available to the majority of your users, but that might not be a problem (graceful degradation, and all that).""]","[0, 1]",2571010
"['Start the project with Ctrl+F5 instead of just F5.', 'The console window will now stay open with the <code>Press any key to continue .', '.', '.</code> message after the program exits.', 'Note that this requires the <code>Console (/SUBSYSTEM:CONSOLE)</code> linker option, which you can enable as follows:', '<li>Open up your project, and go to the Solution Explorer.', 'If you\'re following along with me in K&amp;R, your ""Solution"" will be \'hello\' with 1 project under it, also \'hello\' in bold.', '<li>Right click on the \'hello"" (or whatever your project name is.)', '<li>Choose ""Properties"" from the context menu.', '<li>Choose Configuration Properties>Linker>System.', '<li>For the ""Subsystem"" property in the right-hand pane, click the drop-down box in the right hand column.', '<li>Choose ""Console (/SUBSYSTEM:CONSOLE)""', '<li>Click Apply, wait for it to finish doing whatever it does, then click OK. (If ""Apply"" is grayed out, choose some other subsystem option, click Apply, then go back and apply the console option.', ""My experience is that OK by itself won't work.)"", 'CTRL-F5 and the subsystem hints work together; they are not separate options.', '(Courtesy of DJMorreTX from http://social.msdn.microsoft.com/Forums/en-US/vcprerelease/thread/21073093-516c-49d2-81c7-d960f6dc2ac6)']","[0, 5, 7, 8, 9, 10, 11, 12, 14]",1152873
['Answer to the second question : <code>public</code> variable defined in <code>interface</code> is <code>static final</code> by default while the <code>public</code> variable in <code>abstract</code> class is an instance variable.'],[0],1519672
"['The compiler actually adds an argument to non-static methods.', 'It adds a <code>this pointer/reference.', 'This is also the reason why a static method can not use this</code>, because there is no object.']","[0,1]",725928
"['Public inheritance models an IS-A relationship.', 'With', 'every <code>D</code> <em>is a</em> <code>B</code>.', ""Private inheritance models an IS-IMPLEMENTED-USING relationship (or whatever that's called)."", 'With', 'a <code>D</code> is <em>not</em> a <code>B</code>, but every <code>D</code> uses its <code>B</code> in its implementation.', 'Private inheritance can always be eliminated by using containment instead:', 'This <code>D</code>, too, can be implemented using <code>B</code>, in this case using its <code>b_</code>.', 'Containment is a less tight coupling between types than inheritance, so in general it should be preferred.', 'Sometimes using containment instead of private inheritance is not as convenient as private inheritance.', ""Often that's a lame excuse for being lazy."", ""I don't think anyone knows what <code>protected</code> inheritance models."", ""At least I haven't seen any convincing explanation yet.""]","[0, 3, 6]",1373138
"['I have a function defined in my .bashrc that makes this easier.', ""Here's an example of how it's used (from my <code>.bash_profile</code>.)""]",[0],3931779
"[""Note that Robert's answer is correct, and it works in <code>sh</code> as well."", 'You can (portably) simplify it even further:', 'is equivalent to:', ""I.e., you don't need anything!"", 'Testing (<code>$</code> is command prompt):', 'I first read about this in Unix Programming Environment by Kernighan and Pike.', 'In <code>bash</code>, <code>help for</code> documents this:', '<code>for NAME [in WORDS ... ;] do COMMANDS; done</code>', 'If <code>\'in WORDS ...;\'</code> is not present, then <code>\'in ""$@""\'</code> is assumed.']",[],1987331
"['Since a lot of people still do:', 'BIGBLOCK', ""I guess a lot of people still don't know that you can do:"", 'BIGBLOCK']","[2, 3]",75867
"['What is Inversion of Control?', 'If you follow these simple two steps, you have done inversion of control:', 'Separate what-to-do part from when-to-do part.', 'Ensure that when part knows as little as possible about what part; and vice versa.', 'There are several techniques possible for each of these steps based on the technology/language you are using for your implementation.', '--', 'The inversion part of the Inversion of Control (IoC) is the confusing thing; because inversion is the relative term.', 'The best way to understand IoC is to forget about that word!', '--', 'Examples', 'Event Handling.', 'Event Handlers (what-to-do part) -- Raising Events (when-to-do part)', 'Interfaces.', 'Component client (when-to-do part) -- Component Interface implementation (what-to-do part)', 'xUnit fixure.', 'Setup and TearDown (what-to-do part) -- xUnit frameworks calls to Setup at the beginning and TearDown at the end (when-to-do part)', 'Template method design pattern.', 'template method when-to-do part -- primitive subclass implementation what-to-do part', 'DLL container methods in COM.', 'DllMain, DllCanUnload, etc (what-to-do part) -- COM/OS (when-to-do part)']",[1],3311657
"[""I used pekka's pattern.I think yet another pattern."", 'BIGBLOCK', 'and parsed querystring in myjsfile.js.', 'Plugins | jQuery Plugins']","[0, 1, 2]",2193415
"[""A smart pointer is a class that wraps a 'raw' (or 'bare') C++ pointer, to manage the lifetime of the object being pointed to."", 'There is no single smart pointer type, but all of them try to abstract a raw pointer in a practical way.', 'Smart pointers should be preferred over raw pointers.', 'If you feel you need to use pointers (first consider if you really do), you would normally want to use a smart pointer as this can alleviate many of the problems with raw pointers, mainly forgetting to delete the object and leaking memory.', 'With raw pointers, the programmer has to explicitly destroy the object when it is no longer useful.', 'A smart pointer by comparison defines a policy as to when the object is destroyed.', 'You still have to create the object, but you no longer have to worry about destroying it.', 'The simplest policy in use involves the scope of the smart pointer wrapper object, such as implemented by <code>boost::scoped_ptr</code> or <code>std::unique_ptr</code>.', 'Note that <code>scoped_ptr</code> instances cannot be copied.', 'This prevents the pointer from being deleted multiple times (incorrectly).', 'You can, however, pass references to it around to other functions you call.', 'Scoped pointers are useful when you want to tie the lifetime of the object to a particular block of code, or if you embedded it as member data inside another object, the lifetime of that other object.', 'The object exists until the containing block of code is exited, or until the containing object is itself destroyed.', 'A more complex smart pointer policy involves reference counting the pointer.', 'This does allow the pointer to be copied.', 'When the last ""reference"" to the object is destroyed, the object is deleted.', 'This policy is implemented by <code>boost::shared_ptr</code> and <code>std::shared_ptr</code>.', 'Reference counted pointers are very useful when the lifetime of your object is much more complicated, and is not tied directly to a particular section of code or to another object.', 'There is one drawback to reference counted pointers Ã¨ÂÂÃ©Â©Â´?the possibility of creating a dangling reference:', 'Another possibility is creating circular references:', 'To work around this problem, both Boost and C++11 have defined a <code>weak_ptr</code> to define a weak (uncounted) reference to a <code>shared_ptr</code>.', 'UPDATE', ""This answer is rather old, and so describes what was 'good' at the time, which was smart pointers provided by the Boost library."", 'Since C++11, the standard library has provided sufficient smart pointers types, and so you should favour the use of <code>std::unique_ptr</code>, <code>std::shared_ptr</code> and <code>std::weak_ptr</code>.', 'There is also <code>std::auto_ptr</code>.', 'It is very much like a scoped pointer, except that it also has the ""special"" dangerous ability to be copied Ã¨ÂÂÃ©Â©Â´?which also unexpectedly transfers ownership!', ""It is deprecated in the newest standards, so you shouldn't use it."", 'Use the <code>std::unique_ptr</code> instead.']","[0,3]",106614
"['The first answer covers it.', 'Im guessing that somewhere down the line you may decide to store your info in a different class/structure.', ""In that case you probably wouldn't want the results going in to an array from the split() method."", ""You didn't ask for it, but I'm bored, so here is an example, hope it's helpful."", 'This might be the class you write to represent a single person:', 'Then, the version of the parsing code you originally posted would look something like this:', '(This stores them in a LinkedList, you could use something else like a Hashtable, etc..)']",[],918882
['If you just want to set the source of the image you can use this.'],[0],4285069
"[""I haven't seen a short, easy to understand answer here--so I'll give it a try."", 'With a shallow copy, any object pointed to by the source is also pointed to by the destination (so that no referenced objects are copied).', 'With a deep copy, any object pointed to by the source is copied and the copy is pointed to by the destination (so there will now be 2 of each referenced object).', 'This recurses down the object tree.']","[1,2,3]",184769
